order_id,order_date,customer_id,category,product_name,quantity,unit_price,discount,sales,cost,city,profit,payment_method,order_status
445,2025-09-10,1061,Home & Kitchen,Water Bottle,4,671,0.15,2281.4,1890.43,Delhi,390.97,Net Banking,Cancelled
446,2025-03-20,1131,Beauty,Lipstick,3,1558,0.15,3972.9,2821.26,Kolkata,1151.64,Debit Card,Cancelled
447,2025-03-20,1078,Books,Fiction Book,2,902,0.0,1804.0,1015.5,Delhi,788.5,Net Banking,Cancelled
448,2025-07-28,1101,Books,Self Help Book,2,699,0.0,1398.0,896.47,Kolkata,501.53,Credit Card,Delivered
449,2025-03-26,1094,Electronics,Keyboard,4,3444,0.05,13087.2,9959.86,Kolkata,3127.34,Debit Card,Cancelled
450,2025-12-29,1100,Electronics,Wireless Headphones,1,4531,0.15,3851.35,2601.9,Kolkata,1249.45,Credit Card,Delivered
451,2025-05-05,1082,Fashion,Handbag,2,3325,0.1,5985.0,4128.13,Bangalore,1856.87,Credit Card,Delivered
452,2025-10-17,1087,Home & Kitchen,Table Lamp,4,2453,0.2,7849.6,5640.4,Mumbai,2209.2,Debit Card,Delivered
453,2025-03-20,1146,Fashion,T-Shirt,1,1441,0.1,1296.9,1062.69,Kolkata,234.21,UPI,Delivered
454,2025-07-12,1068,Home & Kitchen,Cookware Set,2,2418,0.2,3868.8,3499.09,Kolkata,369.71,Debit Card,Delivered
455,2025-07-03,1128,Electronics,Power Bank,2,3210,0.0,6420.0,4126.78,Hyderabad,2293.22,UPI,Delivered
456,2025-04-09,1062,Home & Kitchen,Coffee Maker,2,1707,0.1,3072.6,2106.48,Kolkata,966.12,Net Banking,Delivered
457,2025-10-21,1142,Books,Technical Book,4,261,0.1,939.6,812.83,Delhi,126.77,Net Banking,Delivered
458,2025-01-16,1123,Home & Kitchen,Table Lamp,1,3848,0.2,3078.4,2334.97,Pune,743.43,Debit Card,Delivered
459,2025-10-29,1078,Fashion,Hoodie,1,985,0.05,935.75,607.22,Bangalore,328.53,Net Banking,Delivered
460,2025-08-27,1058,Fashion,Jeans,2,1504,0.05,2857.6,2113.34,Kolkata,744.26,COD,Delivered
461,2025-04-19,1055,Home & Kitchen,Cookware Set,2,4786,0.05,9093.4,5359.49,Bangalore,3733.91,Credit Card,Delivered
462,2025-04-07,1071,Electronics,Keyboard,1,2390,0.1,2151.0,1662.6,Bangalore,488.4,Credit Card,Cancelled
463,2025-08-14,1149,Fashion,Jeans,3,1016,0.05,2895.6,1780.51,Kolkata,1115.09,UPI,Cancelled
464,2025-03-03,1028,Beauty,Face Wash,1,1905,0.1,1714.5,1278.25,Delhi,436.25,Net Banking,Delivered
465,2025-06-25,1117,Home & Kitchen,Cookware Set,2,2360,0.15,4012.0,3383.37,Kolkata,628.63,UPI,Delivered
466,2025-11-20,1081,Electronics,Keyboard,4,5261,0.0,21044.0,15505.96,Delhi,5538.04,Credit Card,Delivered
467,2025-03-15,1109,Books,Self Help Book,4,810,0.05,3078.0,1992.42,Delhi,1085.58,Credit Card,Delivered
468,2025-05-12,1082,Fashion,Jeans,4,2548,0.15,8663.2,5874.96,Bangalore,2788.24,Net Banking,Delivered
469,2025-06-03,1092,Beauty,Shampoo,4,2494,0.0,9976.0,6605.09,Delhi,3370.91,COD,Delivered
470,2025-07-03,1063,Fashion,Handbag,3,2416,0.05,6885.6,4704.66,Bangalore,2180.94,COD,Delivered
471,2025-11-06,1062,Home & Kitchen,Coffee Maker,3,4001,0.1,10802.7,6715.03,Delhi,4087.67,Net Banking,Cancelled
472,2025-03-12,1078,Electronics,Wireless Headphones,2,6037,0.1,10866.6,7974.49,Bangalore,2892.11,Net Banking,Delivered
473,2025-09-10,1002,Fashion,Jeans,2,937,0.0,1874.0,1447.61,Kolkata,426.39,UPI,Cancelled
474,2025-10-31,1066,Beauty,Face Wash,4,1951,0.05,7413.8,4513.78,Mumbai,2900.02,Net Banking,Delivered
475,2025-11-18,1100,Electronics,Keyboard,3,7247,0.1,19566.9,15614.12,Kolkata,3952.78,COD,Delivered
476,2025-09-03,1117,Home & Kitchen,Cookware Set,4,2296,0.0,9184.0,6830.0,Bangalore,2354.0,Net Banking,Delivered
477,2025-03-10,1023,Home & Kitchen,Bedsheet,3,1115,0.05,3177.75,2476.52,Pune,701.23,UPI,Cancelled
478,2025-02-04,1119,Books,Fiction Book,3,1038,0.1,2802.6,2327.17,Kolkata,475.43,UPI,Delivered
479,2025-08-11,1115,Fashion,Hoodie,2,2566,0.1,4618.8,2965.78,Delhi,1653.02,UPI,Cancelled
480,2025-12-20,1006,Beauty,Lipstick,2,2444,0.2,3910.4,3545.31,Pune,365.09,UPI,Delivered
481,2025-07-31,1112,Home & Kitchen,Table Lamp,3,2867,0.1,7740.9,5121.36,Hyderabad,2619.54,Debit Card,Delivered
482,2025-06-16,1020,Books,Self Help Book,4,1130,0.15,3842.0,2628.26,Delhi,1213.74,Net Banking,Delivered
483,2025-10-21,1051,Electronics,Smart Watch,2,6213,0.0,12426.0,8616.31,Mumbai,3809.69,Credit Card,Delivered
484,2025-12-18,1048,Books,Cookbook,1,1191,0.0,1191.0,684.13,Mumbai,506.87,Net Banking,Delivered
485,2025-08-20,1126,Home & Kitchen,Cookware Set,2,4165,0.15,7080.5,5352.28,Pune,1728.22,Debit Card,Delivered
486,2025-04-20,1088,Electronics,Keyboard,2,5425,0.1,9765.0,7392.2,Pune,2372.8,UPI,Delivered
487,2025-01-13,1040,Beauty,Perfume,2,338,0.2,540.8,506.3,Delhi,34.5,Debit Card,Cancelled
488,2025-01-18,1057,Beauty,Moisturizer,3,1502,0.0,4506.0,2912.68,Pune,1593.32,COD,Cancelled
489,2025-03-18,1002,Fashion,Handbag,3,1682,0.0,5046.0,3893.73,Pune,1152.27,COD,Delivered
490,2025-01-05,1074,Fashion,Jeans,4,2463,0.05,9359.4,7412.28,Hyderabad,1947.12,Net Banking,Delivered
491,2025-12-21,1143,Books,Fiction Book,1,909,0.2,727.2,658.93,Hyderabad,68.27,Net Banking,Delivered
492,2025-05-31,1123,Books,Fiction Book,4,645,0.05,2451.0,1681.77,Kolkata,769.23,Credit Card,Delivered
493,2025-11-21,1028,Books,Notebook,4,1157,0.0,4628.0,3083.33,Bangalore,1544.67,Credit Card,Delivered
494,2025-11-20,1033,Books,Self Help Book,2,517,0.15,878.9,592.3,Delhi,286.6,COD,Delivered
495,2025-01-04,1095,Books,Technical Book,2,370,0.05,703.0,455.13,Mumbai,247.87,UPI,Cancelled
496,2025-05-01,1105,Beauty,Face Wash,3,772,0.1,2084.4,1562.82,Kolkata,521.58,Debit Card,Delivered
497,2025-09-30,1112,Beauty,Perfume,1,1065,0.05,1011.75,748.33,Bangalore,263.42,Credit Card,Delivered
498,2025-08-03,1130,Home & Kitchen,Table Lamp,2,1218,0.05,2314.2,1667.73,Delhi,646.47,Credit Card,Delivered
499,2025-07-14,1113,Home & Kitchen,Table Lamp,2,3451,0.05,6556.9,5286.53,Kolkata,1270.37,UPI,Delivered
500,2025-12-09,1084,Fashion,T-Shirt,2,2059,0.15,3500.3,2458.11,Hyderabad,1042.19,UPI,Delivered
